OutputL: fffffb4380; OutputR: 0002546d5c
OutputL: 00008407f3; OutputR: 00bfbdb5b8
OutputL: ffb4138b20; OutputR: 00f996e853
OutputL: ffba149306; OutputR: 00c6888ca4
OutputL: ff1439156c; OutputR: ffac227f20
OutputL: ffef169ac8; OutputR: ff7fa25e81
OutputL: ffd207d8da; OutputR: 002b448dcd
OutputL: ffed759be0; OutputR: 007efcd9a6
OutputL: 006c2da864; OutputR: ff96c61d0a
OutputL: ff8685cd7c; OutputR: ffc91f44d8
OutputL: ffde509c18; OutputR: 009a2d810a
OutputL: ffd7f850e8; OutputR: ffb3b362d0
OutputL: 001c935c56; OutputR: ff7f87c304
OutputL: 0005fb9c39; OutputR: 00516567b8
OutputL: ffa63ef58c; OutputR: ff2bf0e559
OutputL: 00765b00ef; OutputR: 00670e7a31
OutputL: 0088a36974; OutputR: 00189c9b68
OutputL: 0035227d0a; OutputR: 0090dc1a37
OutputL: ffcacc8be7; OutputR: ff4fb9d018
OutputL: 0014045d6a; OutputR: ff6f36575a
OutputL: 008516c661; OutputR: 0078c1d339
OutputL: ffdea6ca33; OutputR: ffb8801e0d
OutputL: ff2959042c; OutputR: 000374e2da
OutputL: ffc2da2aa7; OutputR: 0012354628
OutputL: ff5144162f; OutputR: ffecbf49b2
OutputL: ffe7244a46; OutputR: 00a5b66a87
OutputL: 0008e72a82; OutputR: ffc5542f00
OutputL: fff6910d77; OutputR: ffa96abb16
OutputL: ff48ce0142; OutputR: 008b571762
OutputL: ff6e5026cc; OutputR: 0026a3b8e5
OutputL: ffd30cd4eb; OutputR: fec3faae10
OutputL: ffcb42bd51; OutputR: ffa6fae46b
OutputL: 002a44a509; OutputR: 005c2edd6c
OutputL: ffe7cab1ac; OutputR: fff87b9299
OutputL: 00d3d16062; OutputR: 006d9fb2e3
OutputL: 0040078555; OutputR: 00978ed593
OutputL: ffdc9738b3; OutputR: ffc6058cd4
OutputL: 00c0f2d25f; OutputR: 008b1519cb
OutputL: 004f261df6; OutputR: ff6e57a91e
OutputL: 0001693108; OutputR: fffe9439cc
OutputL: 004a175b97; OutputR: 0054d98f4f
OutputL: ff9d7f59a0; OutputR: 00138c076e
OutputL: 00490057e6; OutputR: 00487fc30e
OutputL: ffe9612aef; OutputR: 006be99111
OutputL: ff9579e2a4; OutputR: 000d72bffa
OutputL: 006c2cec8b; OutputR: ff69f0ad48
OutputL: ffbb5bcbfe; OutputR: ff312807ea
OutputL: ffbc093fc1; OutputR: ffe3aa5044
OutputL: 00497811fa; OutputR: ffafb703ac
OutputL: ffaa5a0fe0; OutputR: ffaff3e7d9
OutputL: ffa8ee1480; OutputR: ffd9e6361d
OutputL: ffe54d2793; OutputR: 0013a110a3
OutputL: 0046bb1421; OutputR: ff6f0a52c2
OutputL: ffda3c0bef; OutputR: 00a2019186
OutputL: 00122775de; OutputR: fff1a3e0c0
OutputL: 0028602cc6; OutputR: 002056fd29
OutputL: 002fc884c2; OutputR: 001246f180
OutputL: 007001adc8; OutputR: ffeb192fad
OutputL: ffbc92c439; OutputR: ffb679891b
OutputL: ffd3119541; OutputR: 008655031d
OutputL: ffefe65a8c; OutputR: 00511dc410
OutputL: ffaf1363c5; OutputR: 005e3f2df0
OutputL: fffcf319c9; OutputR: 001697f8fd
OutputL: 004af9f2bd; OutputR: 00828294a5
OutputL: fff3b428d4; OutputR: fff5c91a9c
OutputL: 0048bb38ad; OutputR: ffbf2694d9
OutputL: fffeae5737; OutputR: ff6bb54980
OutputL: fff1c8ee65; OutputR: ff7e97b28a
OutputL: 00089b4b95; OutputR: 00315d2c53
OutputL: ffeffe808f; OutputR: 004e6d13b5
OutputL: 00119c7475; OutputR: ff80772e87
OutputL: ffa8de6ace; OutputR: 0076ddc7b9
OutputL: ffa42fbf29; OutputR: 00169b455e
OutputL: ffa497e164; OutputR: ff1d1cbaba
OutputL: 0089ac8847; OutputR: ffc385829a
OutputL: 005440ea8d; OutputR: 005917a2b6
OutputL: fff5c1dddf; OutputR: ffcbaa4557
OutputL: 001f1b41e8; OutputR: 00659d0d94
OutputL: ffd3669b2d; OutputR: 002f80a564
OutputL: 0004ac2732; OutputR: 004060f3ba
OutputL: 0055157b17; OutputR: 00253dff8d
OutputL: fff4527ecf; OutputR: ffae2b0945
OutputL: 000a479c42; OutputR: ffd9131012
OutputL: 0001deca45; OutputR: 0026055eae
OutputL: ffc2d30c30; OutputR: 003c1032d8
OutputL: 003e02c18d; OutputR: 0031cb56c2
OutputL: ffddf5cdcc; OutputR: 002c97e8c8
OutputL: ffdbde87ec; OutputR: 002bc3de30
OutputL: 0011bb5ec1; OutputR: ff9a952930
OutputL: 00023542f3; OutputR: ffe2fdd0be
OutputL: 0005028a7e; OutputR: ffafeb4ffb
OutputL: fff95986b9; OutputR: 0023560061
OutputL: 0001bac157; OutputR: ffc8ba89fc
OutputL: 0001b16ab1; OutputR: 001b0c727e
OutputL: 0002203748; OutputR: fffd00b841
OutputL: fffd4f7e4a; OutputR: 00038945d8
OutputL: ffffc8cc00; OutputR: fffbb07653
OutputL: 0001922800; OutputR: 000b549220
OutputL: ffff743800; OutputR: fffdaa1da4
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
OutputL: 0000000000; OutputR: 0000000000
